"source_id","lat_dec","long_dec"
"614180","42.8584","-70.9301"
"619326","42.8409","-70.9256"
"614283","42.8279","-70.9884"
"612606","42.7604","-71.0314"
"612607","42.7762","-71.0773"
"612572","42.7695","-71.0759"
"613783","42.8056","-70.8328"
"613734","42.8126","-70.8134"
"615151","42.6834","-70.6995"
"600223","42.6854","-70.7662"
"600176","42.6854","-70.7787"
"614513","42.6848","-70.7800"
"614615","42.6904","-70.7759"
"614591","42.6959","-70.7787"
"617550","42.6979","-70.7837"
"619327","42.6940","-70.7898"
"614554","42.6793","-70.8412"
"614561","42.6959","-70.7925"
"614547","42.7043","-70.8064"
"614582","42.7084","-70.8050"
"614590","42.7001","-70.7981"
"614599","42.7265","-70.8162"
"614551","42.7279","-70.8148"
"614336","42.7168","-70.8787"
"613724","42.7534","-70.8134"
"613716","42.7668","-70.8453"
"615042","42.6557","-70.7314"
"615043","42.6529","-70.7398"
"614992","42.6501","-70.7453"
"606249","42.6362","-70.6870"
"617404","42.6098","-70.6731"
"614901","42.6584","-70.6773"
"618621","42.6557","-70.6745"
"600224","42.6618","-70.6817"
"615473","42.6612","-70.6814"
"615236","42.6451","-70.6787"
"615054","42.6251","-70.6870"
"615348","42.6265","-70.6953"
"617283","42.6229","-70.6912"
"615187","42.6209","-70.6912"
"615299","42.6570","-70.6342"
"614921","42.6701","-70.6648"
"618616","42.6695","-70.6703"
"618619","42.6793","-70.6592"
"615171","42.6779","-70.6592"
"618611","42.6904","-70.6412"
"615064","42.6890","-70.6439"
"615121","42.6918","-70.6287"
"616213","42.6848","-70.6245"
"616156","42.6876","-70.6203"
"616235","42.6751","-70.6050"
"616159","42.6684","-70.5870"
"618695","42.6765","-70.6231"
"615289","42.6723","-70.6287"
"616220","42.6751","-70.6203"
"616232","42.6654","-70.6217"
"616174","42.6668","-70.6162"
"616210","42.6701","-70.6009"
"616161","42.6687","-70.6189"
"616236","42.6654","-70.6203"
"616129","42.6598","-70.6134"
"616021","42.6598","-70.6162"
"616185","42.6598","-70.6106"
"616229","42.6557","-70.6203"
"616243","42.6598","-70.5912"
"616182","42.6612","-70.5967"
"616176","42.6807","-70.5828"
"616040","42.6723","-70.5675"
"616081","42.6723","-70.5731"
"616184","42.6723","-70.6134"
"619360","42.6376","-70.5787"
"616212","42.6404","-70.5884"
"616197","42.6357","-70.5662"
"616207","42.6279","-70.5898"
"616234","42.6201","-70.5845"
"616186","42.6320","-70.6120"
"616233","42.6201","-70.6231"
"618610","42.5904","-70.6495"
"617657","42.3751","-70.7495"
"615085","42.5959","-70.6689"
"615065","42.6084","-70.6634"
"615084","42.6159","-70.6620"
"600202","42.5807","-70.6642"
"600226","42.5823","-70.6725"
"617346","42.5765","-70.6995"
"615311","42.5765","-70.7009"
"617347","42.5798","-70.6925"
"615244","42.5857","-70.6878"
"606489","42.5834","-70.6745"
"615383","42.5959","-70.6564"
"614931","42.5876","-70.6634"
"600167","42.5918","-70.6662"
"618630","42.6084","-70.6731"
"615400","42.6065","-70.6759"
"618628","42.6057","-70.6550"
"618615","42.6098","-70.6620"
"600163","42.5829","-70.6731"
"615344","42.5834","-70.6778"
"615114","42.6026","-70.6614"
"615423","42.5976","-70.6703"
"615221","42.6018","-70.6678"
"615305","42.5984","-70.6759"
"614904","42.6059","-70.6670"
"615330","42.6057","-70.6578"
"614938","42.6057","-70.6620"
"619328","42.5745","-70.7189"
"615164","42.5682","-70.7217"
"615209","42.5737","-70.7106"
"615210","42.5709","-70.7120"
"614994","42.5745","-70.7259"
"618618","42.5770","-70.7314"
"615101","42.5640","-70.7384"
"617750","42.5601","-70.7437"
"614948","42.5648","-70.7470"
"614772","42.5626","-70.7550"
"614754","42.5584","-70.7606"
"614689","42.5509","-70.7645"
"614756","42.5487","-70.7703"
"614681","42.5709","-70.7550"
"618599","42.5654","-70.7773"
"614726","42.5584","-70.7870"
"614710","42.5529","-70.7814"
"614700","42.5487","-70.7981"
"614762","42.5654","-70.7773"
"614788","42.5676","-70.7787"
"617717","42.5584","-70.7856"
"614792","42.5487","-70.7842"
"614774","42.5529","-70.7912"
"617855","42.5551","-70.7853"
"617667","42.5568","-70.7845"
"600162","42.5601","-70.7973"
"614769","42.5237","-70.8662"
"614730","42.5084","-70.8370"
"600203","42.5365","-70.7859"
"600204","42.5054","-70.8339"
"614731","42.5001","-70.8370"
"614732","42.5029","-70.8259"
"614703","42.5029","-70.7745"
"614748","42.5265","-70.7939"
"614785","42.5223","-70.7925"
"614678","42.5195","-70.7831"
"614651","42.5118","-70.8145"
"614683","42.5251","-70.8134"
"614666","42.5293","-70.8370"
"602622","42.5420","-70.7939"
"600172","42.5376","-70.8245"
"614652","42.5182","-70.8106"
"618729","42.5295","-70.8053"
"619230","42.5182","-70.8181"
"614729","42.5265","-70.8634"
"614747","42.5112","-70.7537"
"614776","42.5315","-70.7762"
"614735","42.5195","-70.7634"
"614784","42.5140","-70.7606"
"614712","42.5223","-70.7703"
"614675","42.5168","-70.7795"
"614705","42.5362","-70.8023"
"614704","42.5362","-70.7995"
"614767","42.5348","-70.8037"
"614646","42.5404","-70.8120"
"614711","42.5390","-70.8064"
"614759","42.5390","-70.7870"
"614740","42.5445","-70.8106"
"614716","42.5445","-70.8148"
"617704","42.5354","-70.8428"
"617671","42.5404","-70.8456"
"614757","42.5279","-70.7967"
"614758","42.5279","-70.7995"
"614773","42.5098","-70.8009"
"614647","42.5209","-70.8078"
"614680","42.5293","-70.8134"
"614672","42.5307","-70.8078"
"614734","42.5237","-70.8203"
"614696","42.5195","-70.8314"
"614656","42.5195","-70.8273"
"614668","42.5259","-70.8328"
"614457","42.4626","-70.8384"
"614430","42.4612","-70.8509"
"614489","42.4626","-70.8537"
"614476","42.4709","-70.8662"
"600169","42.4759","-70.8625"
"614443","42.4820","-70.8578"
"614470","42.4793","-70.8370"
"614491","42.4834","-70.8348"
"614424","42.4876","-70.8412"
"614494","42.4954","-70.8300"
"600159","42.5432","-70.8712"
"614357","42.5390","-70.8800"
"600170","42.5376","-70.8745"
"618586","42.5307","-70.8828"
"617779","42.5368","-70.8712"
"614674","42.5390","-70.8634"
"614223","42.5484","-70.9203"
"614220","42.5501","-70.9162"
"614195","42.5445","-70.8939"
"600173","42.5362","-70.8689"
"614717","42.5334","-70.8648"
"618596","42.5320","-70.8689"
"614794","42.5293","-70.8689"
"614628","42.5307","-70.8634"
"614697","42.5265","-70.8564"
"614225","42.5195","-70.8850"
"617814","42.5159","-70.8837"
"618587","42.5140","-70.8856"
"614304","42.5112","-70.8870"
"614383","42.4918","-70.8495"
"614480","42.4995","-70.8509"
"614645","42.5001","-70.8439"
"614728","42.5001","-70.8578"
"613398","42.4640","-70.8953"
"613325","42.4570","-70.8939"
"613384","42.4418","-70.8995"
"613336","42.4676","-70.9098"
"613305","42.4668","-70.9134"
"613410","42.4612","-70.9273"
"613432","42.4709","-70.9175"
"613385","42.4473","-70.9367"
"613369","42.4362","-70.9328"
"613370","42.4307","-70.9328"
"613332","42.4334","-70.8981"
"613383","42.4265","-70.9189"
"613393","42.4154","-70.9092"
"613328","42.4195","-70.9023"
"613386","42.4190","-70.9217"
"613418","42.4148","-70.9059"
"613310","42.3959","-70.9495"
"613377","42.4334","-70.9495"
"617285","42.4320","-70.9481"
"617378","42.4434","-70.9662"
"613416","42.4434","-70.9620"
"613338","42.4029","-70.9245"
"613387","42.4057","-70.9467"
"613314","42.4015","-70.9814"
"613456","42.3876","-70.9717"
"614047","42.3418","-70.9662"
"614064","42.3515","-70.9578"
"614176","42.3682","-70.9678"
"613455","42.3751","-70.9703"
"614078","42.3537","-70.9495"
"614104","42.3454","-70.9478"
"614069","42.3709","-70.9212"
"613675","42.3654","-70.8689"
"613719","42.3701","-70.8656"
"614140","42.3551","-70.8795"
"614079","42.3537","-70.8917"
"614057","42.3568","-70.9050"
"614066","42.3518","-70.9064"
"614038","42.3459","-70.9092"
"614109","42.3570","-70.8956"
"614041","42.3095","-70.8825"
"615475","42.3037","-70.9225"
"614160","42.3043","-70.9050"
"614090","42.3020","-70.9078"
"613713","42.2918","-70.8745"
"614157","42.2895","-70.8800"
"613781","42.2779","-70.8689"
"613744","42.2734","-70.8634"
"613628","42.2670","-70.8478"
"613647","42.2668","-70.8450"
"613676","42.2668","-70.8287"
"613679","42.2695","-70.8395"
"613656","42.2673","-70.8342"
"618153","42.2693","-70.8337"
"613638","42.2704","-70.8245"
"600177","42.3168","-70.8620"
"613682","42.3043","-70.8467"
"613765","42.3251","-70.8328"
"613767","42.3543","-70.8448"
"613704","42.3459","-70.8578"
"613640","42.3354","-70.8648"
"614147","42.3301","-70.8828"
"614115","42.3229","-70.8948"
"600208","42.3276","-70.8895"
"614102","42.3279","-70.8903"
"614076","42.3320","-70.8962"
"614077","42.3293","-70.9050"
"614111","42.3384","-70.8884"
"614120","42.3418","-70.8773"
"614054","42.3418","-70.8956"
"614103","42.3459","-70.8945"
"613764","42.3451","-70.8689"
"614072","42.3201","-70.9162"
"617412","42.3195","-70.9287"
"614107","42.3293","-70.9287"
"614139","42.3348","-70.9231"
"614138","42.3376","-70.9259"
"619322","42.3265","-70.9395"
"614116","42.3318","-70.9439"
"614105","42.3209","-70.9662"
"600236","42.3301","-70.9575"
"614153","42.3251","-70.9870"
"614048","42.3584","-70.9245"
"614049","42.3501","-70.9162"
"614130","42.3376","-70.9495"
"619325","42.3084","-70.9328"
"614114","42.3270","-70.9328"
"614094","42.3484","-70.8945"
"598563","42.3334","-70.9162"
"614117","42.3293","-70.9495"
"600174","42.3043","-70.9759"
"600160","42.3515","-71.0245"
"612734","42.3751","-71.0392"
"612723","42.3918","-71.0328"
"619308","42.3779","-71.0620"
"613002","42.3334","-71.0495"
"612925","42.3520","-71.0078"
"612890","42.3376","-71.0106"
"612917","42.3382","-71.0117"
"618558","42.3354","-71.0162"
"612898","42.3334","-71.0245"
"612990","42.3432","-71.0217"
"612918","42.3557","-71.0495"
"619357","42.3709","-71.0495"
"612768","42.3807","-71.0495"
"617298","42.3834","-71.0434"
"619309","42.3834","-71.0453"
"612764","42.3890","-71.0542"
"614065","42.3501","-70.9703"
"614074","42.3459","-70.9912"
"613454","42.3751","-70.9828"
"612905","42.3251","-71.0078"
"613016","42.3154","-71.0084"
"607001","42.3162","-71.0426"
"612975","42.3237","-71.0342"
"618732","42.3048","-71.0309"
"613007","42.3001","-71.0389"
"619347","42.3001","-71.0412"
"618581","42.2918","-70.9745"
"614137","42.3126","-70.9509"
"614132","42.3065","-70.9575"
"614158","42.2959","-70.9612"
"614082","42.2904","-70.9703"
"614178","42.2857","-70.9587"
"613008","42.2959","-71.0120"
"614112","42.3062","-70.9878"
"600179","42.2807","-71.0134"
"614089","42.2793","-70.9550"
"614134","42.2745","-70.9514"
"614118","42.2793","-70.9539"
"614154","42.2709","-70.9448"
"614122","42.2918","-70.9370"
"614169","42.2834","-70.9495"
"614084","42.2834","-70.9162"
"614091","42.2918","-70.8995"
"614092","42.3029","-70.9245"
"614095","42.2984","-70.9092"
"618576","42.3029","-70.8939"
"614166","42.2918","-70.8800"
"614172","42.2751","-70.9300"
"614075","42.2695","-70.9203"
"613409","42.2459","-70.9828"
"613446","42.2209","-70.9398"
"613326","42.2251","-70.9745"
"613438","42.2479","-70.9648"
"614171","42.2645","-70.9170"
"619321","42.2807","-70.8995"
"614085","42.2543","-70.8856"
"614167","42.2737","-70.8870"
"613712","42.2779","-70.8662"
"614177","42.2709","-70.8800"
"600209","42.2695","-70.7589"
"613722","42.2695","-70.7589"
"613759","42.2543","-70.7667"
"613865","42.2501","-70.7662"
"613665","42.2632","-70.7667"
"613803","42.2543","-70.7745"
"613777","42.2676","-70.7714"
"613662","42.2626","-70.7620"
"613667","42.2645","-70.7628"
"613780","42.2598","-70.7620"
"617063","42.2584","-70.7456"
"613658","42.2729","-70.7509"
"613768","42.2545","-70.7620"
"615419","42.2182","-70.7059"
"618627","42.2029","-70.7203"
"598566","42.2070","-70.7167"
"615057","42.1995","-70.7162"
"615366","42.1918","-70.7162"
"615255","42.1640","-70.7120"
"615067","42.1601","-70.7045"
"615136","42.1673","-70.7250"
"615268","42.1640","-70.7175"
"615318","42.1140","-70.6745"
"613932","42.1132","-70.8120"
"615386","42.1640","-70.7175"
"615147","42.1362","-70.6900"
"615188","42.1440","-70.7028"
"617926","42.0334","-70.4161"
"614955","42.0862","-70.6411"
"606915","42.0917","-70.6111"
"615113","42.0793","-70.6448"
"614934","42.0793","-70.6431"
"607244","42.0776","-70.6198"
"615110","42.0779","-70.6495"
"607246","42.0348","-70.6009"
"615027","42.0418","-70.6356"
"616223","41.9668","-70.5995"
"615296","41.9626","-70.6384"
"618702","41.9459","-70.6256"
"615297","41.9751","-70.6661"
"615295","41.9584","-70.6673"
"615026","42.0001","-70.6578"
"615025","42.0418","-70.6723"
"615168","42.0001","-70.6828"
"615160","42.0009","-70.7092"
"615117","42.0051","-70.5995"
"600251","42.0034","-70.6006"
"616230","41.9498","-70.5828"
"614998","42.0001","-70.6495"
"614968","42.0145","-70.6825"
"616204","41.9273","-70.5911"
"614995","41.9793","-70.6911"
"600168","41.9751","-70.6550"
"614984","42.0084","-70.6370"
"615304","42.0459","-70.6514"
"614907","42.0473","-70.6495"
"616215","41.9545","-70.5823"
"615358","42.0043","-70.6245"
"615267","41.9709","-70.6828"
"616205","41.9268","-70.5389"
"616253","41.9309","-70.5578"
"616254","41.9354","-70.5592"
"616206","41.9195","-70.5245"
"616242","41.9190","-70.5361"
"616326","41.8098","-70.5367"
"616271","41.8584","-70.5256"
"616191","41.8826","-70.5336"
"618704","41.8404","-70.5356"
"616317","41.8348","-70.5370"
"616333","41.7984","-70.5289"
"619536","41.7682","-70.5661"
"606914","41.7001","-70.0328"
"616644","41.7651","-70.4745"
"616643","41.7590","-70.4939"
"606873","41.7557","-70.4531"
"616645","41.7479","-70.4284"
"616647","41.7571","-70.4195"
"615686","41.7168","-70.2661"
"615671","41.7001","-70.2995"
"615805","41.7021","-70.2495"
"615759","41.7096","-70.3011"
"615676","41.7093","-70.3028"
"615894","41.7057","-70.2286"
"615857","41.7398","-70.2203"
"615856","41.7521","-70.1895"
"615876","41.7557","-70.1550"
"616904","41.7973","-70.0036"
"616905","41.8001","-70.0111"
"616894","41.7898","-69.9897"
"616854","41.8301","-69.9739"
"616838","41.8959","-70.0453"
"616837","41.9376","-70.0328"
"616794","41.9307","-70.0411"
"616818","41.9295","-70.0300"
"616758","41.9279","-70.0250"
"616823","41.8951","-70.0536"
"617281","41.8501","-70.1161"
"616765","41.9187","-70.0620"
"616806","41.9918","-70.0789"
"616807","41.9923","-70.0722"
"616834","41.9934","-70.0497"
"616640","42.0418","-70.1661"
"616639","42.0584","-70.1786"
"600211","42.0623","-70.2428"
"600262","42.0215","-70.1934"
"600263","42.0329","-70.1689"
"616607","42.0459","-70.2286"
"616649","42.0376","-70.2245"
"616671","42.0237","-70.2078"
"616633","42.0793","-70.1453"
"600213","42.0395","-70.0603"
"617661","41.2001","-69.7161"
"617548","41.2835","-69.8995"
"616943","41.2168","-69.9828"
"607247","41.4000","-69.8083"
"616641","42.0640","-70.2439"
"618150","41.5021","-69.9039"
"616800","41.5437","-70.0078"
"616744","41.5626","-69.9578"
"617356","41.5418","-69.9328"
"617765","41.5334","-69.8828"
"618722","41.4335","-69.9578"
"607248","41.4612","-69.8147"
"616774","41.5501","-70.0245"
"617046","41.4585","-70.2328"
"617040","41.4418","-70.2911"
"607239","41.4598","-70.2722"
"617322","41.4918","-70.5328"
"618515","41.5654","-69.8900"
"607231","41.4257","-69.9739"
"617039","41.4543","-70.2745"
"615912","41.6821","-69.9597"
"615919","41.6376","-69.9995"
"617344","41.6709","-69.9745"
"616000","41.6626","-69.9661"
"615960","41.6648","-69.9667"
"615988","41.6640","-69.9786"
"615970","41.6793","-69.9718"
"615955","41.6712","-70.0175"
"615848","41.6381","-70.2291"
"615714","41.6098","-70.2661"
"606838","41.6009","-70.2461"
"606836","41.5918","-70.2620"
"600181","41.5682","-70.2509"
"600184","41.5543","-70.2689"
"615737","41.6315","-70.2870"
"615725","41.6179","-70.2856"
"615740","41.6357","-70.2995"
"615747","41.6390","-70.2578"
"619333","41.6529","-70.2828"
"615620","41.5876","-70.4056"
"615665","41.6168","-70.3995"
"615634","41.6284","-70.3870"
"615617","41.6237","-70.4022"
"615635","41.6168","-70.4161"
"615647","41.5834","-70.4592"
"615625","41.6001","-70.4689"
"615662","41.5418","-70.4495"
"616480","41.5501","-70.5278"
"616423","41.5618","-70.5134"
"616391","41.5614","-70.5377"
"616374","41.5501","-70.5467"
"616459","41.5684","-70.5345"
"616430","41.5543","-70.5500"
"616368","41.5531","-70.5563"
"616407","41.5585","-70.5693"
"616380","41.5515","-70.5634"
"616356","41.5501","-70.5759"
"619338","41.2835","-70.0828"
"616862","41.3890","-70.0453"
"607240","41.4057","-70.0370"
"600218","41.2835","-69.9656"
"616962","41.2626","-69.9661"
"616667","41.3001","-70.2578"
"616624","41.3376","-70.3050"
"616617","41.2835","-70.2161"
"616698","41.2765","-70.2103"
"616716","41.2835","-70.0995"
"600279","41.2898","-70.0903"
"617672","41.3293","-70.0161"
"616971","41.3293","-69.9961"
"616950","41.3043","-70.0203"
"617057","41.3501","-70.3995"
"606840","41.3085","-70.4828"
"616574","41.3515","-70.4506"
"617056","41.3265","-70.4161"
"617064","41.4001","-70.2078"
"607242","41.4154","-70.2842"
"616498","41.3751","-70.4745"
"614981","41.3432","-70.7448"
"616554","41.4196","-70.4522"
"617584","41.4279","-70.4467"
"616493","41.4001","-70.4578"
"616564","41.3876","-70.4870"
"617418","41.4418","-70.5539"
"617066","41.4418","-70.7745"
"616505","41.4684","-70.5689"
"616507","41.4718","-70.5661"
"616392","41.5459","-70.5953"
"616278","41.5515","-70.6148"
"616394","41.5423","-70.6084"
"615542","41.7279","-70.7220"
"616087","41.4793","-70.6453"
"616107","41.4612","-70.6589"
"615138","41.3984","-70.7311"
"615222","41.3518","-70.7642"
"615079","41.3501","-70.8370"
"617042","41.3562","-70.8453"
"606854","41.2859","-70.8206"
"606676","41.2821","-70.8123"
"615397","41.3018","-70.7745"
"614535","41.4793","-70.8120"
"616101","41.5084","-70.6870"
"617459","41.5168","-70.6828"
"616073","41.5176","-70.6681"
"600182","41.5196","-70.6878"
"600183","41.5187","-70.6778"
"616059","41.5123","-70.6678"
"616032","41.5126","-70.6620"
"616102","41.5101","-70.6728"
"616113","41.5209","-70.6714"
"600195","41.5196","-70.6759"
"602619","41.5209","-70.6759"
"617724","41.5190","-70.6800"
"600188","41.5173","-70.6900"
"616115","41.5209","-70.6825"
"616116","41.5326","-70.6828"
"618683","41.5196","-70.6661"
"616064","41.5154","-70.6995"
"615249","41.4834","-70.7578"
"616146","41.5168","-70.7356"
"617265","41.5284","-70.7228"
"616076","41.5001","-70.6995"
"615159","41.4882","-70.7064"
"618629","41.4751","-70.7550"
"615328","41.4501","-70.8078"
"614592","41.4418","-70.8453"
"614576","41.4293","-70.8745"
"606861","41.4465","-70.8545"
"614587","41.4501","-70.9231"
"614557","41.4348","-70.9006"
"614548","41.4459","-70.9070"
"614523","41.4273","-70.9120"
"614524","41.4168","-70.9356"
"614522","41.4209","-70.9292"
"614525","41.4251","-70.9259"
"614517","41.4293","-70.9273"
"614624","41.4141","-70.9457"
"614511","41.4234","-70.9078"
"614625","41.4334","-70.9209"
"614586","41.4284","-70.9173"
"614569","41.4401","-70.9270"
"614571","41.4387","-70.9189"
"614533","41.4343","-70.9184"
"619343","41.5626","-70.7481"
"1219860","41.4334","-71.2162"
"617673","41.4709","-71.0278"
"617743","41.4618","-71.0345"
"617862","41.4634","-71.0303"
"606839","41.4056","-70.9675"
"617607","41.4501","-70.9800"
"600191","41.4904","-70.9648"
"616124","41.5404","-70.6606"
"616074","41.5423","-70.6611"
"616122","41.5434","-70.6495"
"616065","41.5709","-70.6478"
"616055","41.5926","-70.6578"
"600187","41.5884","-70.6536"
"616150","41.6057","-70.6495"
"616079","41.6101","-70.6511"
"616031","41.6043","-70.6495"
"616149","41.6043","-70.6345"
"619331","41.6543","-70.6411"
"616438","41.6459","-70.6184"
"616429","41.6529","-70.6203"
"616371","41.6662","-70.6198"
"615562","41.6668","-70.6495"
"617295","41.6515","-70.6456"
"618640","41.6487","-70.6359"
"615559","41.6512","-70.6300"
"618711","41.6626","-70.6203"
"615563","41.6601","-70.6561"
"615571","41.6626","-70.6634"
"617355","41.6807","-70.6436"
"615488","41.6801","-70.6370"
"615520","41.6751","-70.6453"
"615486","41.6909","-70.6250"
"618641","41.6668","-70.6328"
"618648","41.6709","-70.6300"
"618707","41.6834","-70.6217"
"600194","41.7001","-70.6239"
"616364","41.6987","-70.6203"
"616476","41.7084","-70.6231"
"618710","41.7140","-70.6300"
"615538","41.7168","-70.6356"
"616434","41.7196","-70.6120"
"616403","41.7334","-70.6203"
"602052","41.7395","-70.6239"
"615549","41.7351","-70.6495"
"615565","41.7348","-70.6348"
"615530","41.7251","-70.6453"
"615548","41.7418","-70.6578"
"615587","41.7373","-70.6536"
"615574","41.7001","-70.6661"
"615504","41.7182","-70.6495"
"615483","41.6918","-70.6728"
"615516","41.7029","-70.6920"
"615533","41.7157","-70.6945"
"615582","41.7334","-70.7189"
"615456","41.7626","-70.7217"
"615522","41.7084","-70.7211"
"615535","41.7318","-70.7120"
"615512","41.7234","-70.7211"
"618643","41.7368","-70.7259"
"615577","41.7418","-70.7203"
"617601","41.7293","-70.7286"
"615502","41.7362","-70.7273"
"615503","41.7368","-70.7295"
"619332","41.7223","-70.7245"
"618656","41.6959","-70.7161"
"615523","41.7020","-70.7148"
"615546","41.6918","-70.7148"
"615568","41.6918","-70.7273"
"615501","41.6807","-70.7161"
"615491","41.6695","-70.7173"
"615492","41.6668","-70.7092"
"615505","41.6626","-70.7161"
"615496","41.6529","-70.7389"
"615567","41.6751","-70.7328"
"615511","41.6793","-70.7495"
"615554","41.6918","-70.7370"
"614861","41.6987","-70.7503"
"614837","41.7007","-70.7550"
"618635","41.7029","-70.7425"
"618646","41.6959","-70.7370"
"617165","41.6973","-70.7428"
"600186","41.7009","-70.7484"
"618601","41.6751","-70.7578"
"614826","41.6779","-70.7606"
"614842","41.6501","-70.8092"
"614843","41.6584","-70.8161"
"614851","41.6509","-70.7953"
"614799","41.6412","-70.7650"
"614875","41.6409","-70.7725"
"614845","41.6362","-70.8073"
"614844","41.6293","-70.7961"
"614854","41.6182","-70.7745"
"614820","41.6332","-70.7867"
"617828","41.6365","-70.7961"
"614873","41.6395","-70.7898"
"614804","41.6418","-70.7936"
"614860","41.6182","-70.8023"
"614814","41.6048","-70.7920"
"614849","41.6084","-70.8245"
"614884","41.6062","-70.8314"
"614834","41.6307","-70.8606"
"614850","41.6320","-70.8661"
"614848","41.5654","-70.8548"
"614889","41.5821","-70.8536"
"617222","41.6779","-70.9161"
"619314","41.6432","-70.9189"
"613714","41.6362","-70.9342"
"613668","41.6376","-70.9036"
"614404","41.5932","-70.9009"
"613737","41.6404","-70.9148"
"614458","41.6251","-70.9100"
"614852","41.5459","-70.8661"
"614417","41.5384","-70.9217"
"614502","41.5126","-70.9120"
"614403","41.6001","-70.9217"
"614453","41.5932","-70.9273"
"614474","41.5390","-70.9286"
"614475","41.5293","-70.9481"
"600189","41.5351","-70.9428"
"617988","41.5237","-70.9536"
"618052","41.5557","-70.9492"
"618723","41.5084","-70.9661"
"614481","41.5151","-70.9661"
"614459","41.5090","-70.9767"
"614385","41.5093","-70.9828"
"617658","41.4876","-71.0384"
"617716","41.4748","-71.0470"
"617573","41.4832","-71.0506"
"606964","41.5126","-71.0889"
"617681","41.5112","-71.0884"
"618037","41.5070","-71.0898"
"617391","41.5168","-71.0856"
"617845","41.5168","-71.0712"
"606711","41.5070","-71.0967"
"613275","41.5334","-71.0953"
"613277","41.4918","-71.0773"
"613219","41.5070","-71.0856"
"613276","41.4932","-71.0898"
"617690","41.4979","-71.0781"
"617756","41.4754","-71.0684"
"606967","41.4973","-71.1170"
"1217849","41.4679","-71.1431"
"1218465","41.5703","-71.3342"
"1218141","41.5557","-71.2642"
"1219954","41.5376","-71.3759"
"1218169","41.6034","-71.3176"
"1218198","41.4640","-71.2245"
"1217843","41.4543","-71.1948"
"1217826","41.4604","-71.2473"
"1217827","41.4723","-71.2475"
"1219417","41.4557","-71.2412"
"1217835","41.4654","-71.1939"
"1217829","41.4859","-71.2370"
"1219625","41.4915","-71.2323"
"1218183","41.5301","-71.2289"
"1218199","41.5523","-71.2339"
"1218201","41.5765","-71.2350"
"1218214","41.6151","-71.2203"
"1217832","41.4998","-71.2064"
"1219821","41.5101","-71.1712"
"1218185","41.5473","-71.2162"
"1218197","41.5623","-71.2203"
"1219453","41.5512","-71.2170"
"1218216","41.6109","-71.2009"
"1218527","41.6312","-71.2259"
"1219588","41.6259","-71.2134"
"1218532","41.6290","-71.2192"
"1217993","41.4648","-71.3270"
"1218015","41.4795","-71.2742"
"1217998","41.4534","-71.3253"
"1219955","41.5562","-71.3167"
"1217987","41.4487","-71.3551"
"1219387","41.4445","-71.3584"
"1217990","41.4443","-71.3462"
"1219773","41.4348","-71.3467"
"1219766","41.4432","-71.3370"
"1219943","41.4490","-71.3995"
"1219968","41.4495","-71.3989"
"1219942","41.4473","-71.4003"
"1219946","41.4648","-71.3887"
"1217979","41.4643","-71.3623"
"1217976","41.4604","-71.3637"
"1219949","41.4784","-71.3806"
"1219947","41.4748","-71.3751"
"1217966","41.4726","-71.3726"
"1217972","41.4807","-71.3551"
"1217971","41.4773","-71.3578"
"1217968","41.4798","-71.3587"
"1217983","41.4790","-71.3376"
"1217985","41.4826","-71.3256"
"1219842","41.4884","-71.3273"
"1217986","41.4901","-71.3128"
"1217984","41.4748","-71.3331"
"1219574","41.4779","-71.3253"
"2575256","41.4800","-71.3200"
"1217974","41.4965","-71.3412"
"1217973","41.4951","-71.3401"
"1217975","41.4990","-71.3376"
"2704964","41.4986","-71.3339"
"1218126","41.5029","-71.3326"
"1218125","41.5107","-71.3270"
"1219952","41.4970","-71.3673"
"1218123","41.5137","-71.3631"
"1218124","41.5109","-71.3595"
"1218134","41.5234","-71.3237"
"2704946","41.5222","-71.3297"
"1218133","41.5234","-71.3162"
"1218135","41.5334","-71.3445"
"1218147","41.5643","-71.3326"
"1218148","41.5670","-71.3301"
"1218146","41.5568","-71.3023"
"1218151","41.5829","-71.2989"
"1218158","41.5870","-71.2834"
"1218159","41.5929","-71.2859"
"1218177","41.6240","-71.2720"
"1218451","41.6440","-71.2800"
"1218446","41.6354","-71.2584"
"612595","41.7015","-71.1550"
"612671","41.7695","-71.1287"
"613073","41.8140","-71.1203"
"1219847","41.6740","-71.2400"
"1218557","41.6887","-71.2203"
"612570","41.7057","-71.1787"
"1218558","41.6973","-71.2439"
"612587","41.7112","-71.2195"
"612674","41.7182","-71.2037"
"612603","41.7098","-71.2078"
"612623","41.7084","-71.1995"
"612575","41.7140","-71.1828"
"1218544","41.6554","-71.2206"
"613123","41.8201","-71.1145"
"1218469","41.6612","-71.2823"
"1218473","41.6609","-71.2598"
"1218466","41.6701","-71.2970"
"1783504","41.6770","-71.2662"
"1219616","41.6598","-71.2914"
"1218456","41.6423","-71.3414"
"1218454","41.6429","-71.3331"
"1219839","41.6820","-71.3248"
"1218489","41.7043","-71.2967"
"1218506","41.7304","-71.2825"
"1218511","41.7407","-71.3087"
"1219587","41.7320","-71.2903"
"1219637","41.6987","-71.3056"
"1218493","41.7062","-71.3023"
"1218494","41.7173","-71.3017"
"1219608","41.7043","-71.3084"
"1219636","41.7048","-71.3089"
"1219586","41.8140","-71.4003"
"1218500","41.7251","-71.3389"
"1218499","41.7173","-71.3570"
"1218425","41.7357","-71.3853"
